match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor
1301.0,0.0,0.0,425.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.785,4.915,1.0,112.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1301.0,0.0,0.0,448.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.744,18.244,4.0,130.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1301.0,0.0,0.0,486.0,1.0,2.0,13.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.013,18.626,4.0,120.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1301.0,0.0,0.0,521.0,1.0,2.0,14.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667,7.112,3.0,128.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1301.0,0.0,0.0,551.0,1.0,2.0,15.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399,2.237,1.0,130.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
1301.0,0.0,0.0,577.0,1.0,2.0,16.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.307,2.0,97.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
1301.0,0.0,0.0,620.0,1.0,2.0,17.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245,5.499,1.0,124.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
1301.0,0.0,0.0,645.0,1.0,2.0,18.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.194,16.594,3.0,116.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
1301.0,0.0,0.0,684.0,1.0,3.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899,1.073,1.0,126.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1301.0,0.0,0.0,707.0,1.0,3.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.088,34.756,5.0,127.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1301.0,0.0,0.0,737.0,1.0,3.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.288,10.818,2.0,114.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1301.0,0.0,0.0,764.0,1.0,3.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.166,32.944,9.0,127.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1301.0,0.0,0.0,806.0,1.0,3.0,23.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.782,4.479,1.0,103.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
1301.0,0.0,0.0,931.0,1.0,4.0,24.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.601,13.713,3.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1301.0,0.0,0.0,975.0,1.0,4.0,25.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.925,13.976,3.0,111.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
1301.0,0.0,0.0,1007.0,1.0,4.0,26.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903,1.067,1.0,125.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
1301.0,0.0,0.0,1028.0,1.0,4.0,27.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,13.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.027,7.402,3.0,126.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1069.0,1.0,5.0,28.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.352,29.366,5.0,116.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1105.0,1.0,5.0,29.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285,8.276,1.0,129.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1130.0,1.0,5.0,30.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.974,12.523,3.0,110.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1160.0,1.0,5.0,31.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.609,6.965,2.0,113.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1203.0,1.0,5.0,32.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.518,12.74,2.0,104.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1255.0,1.0,5.0,33.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.859,11.439,2.0,111.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1287.0,1.0,5.0,34.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.782,25.6,5.0,97.0,4.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0
1301.0,0.0,0.0,1339.0,1.0,5.0,35.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824,9.574,1.0,114.0,4.0,0.0,1.0,4.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0
1301.0,0.0,0.0,1462.0,1.0,6.0,36.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.809,6.11,1.0,110.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
1301.0,0.0,0.0,1493.0,1.0,6.0,37.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.094,29.593,6.0,90.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0
1301.0,0.0,0.0,1565.0,1.0,6.0,38.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.815,5.189,1.0,125.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0
1301.0,0.0,0.0,1590.0,1.0,6.0,39.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678,2.617,1.0,127.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0
1301.0,0.0,0.0,1616.0,1.0,6.0,40.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,19.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.043,4.667,1.0,111.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0
1301.0,0.0,0.0,1662.0,1.0,7.0,41.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,20.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.233,32.677,9.0,107.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
1301.0,0.0,0.0,1717.0,1.0,7.0,42.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.872,19.138,3.0,120.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
1301.0,0.0,0.0,1746.0,1.0,7.0,43.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,22.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.277,11.043,3.0,115.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
1301.0,0.0,0.0,1772.0,1.0,7.0,44.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.076,18.664,6.0,104.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
1301.0,0.0,0.0,1817.0,1.0,7.0,45.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,23.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.727,25.324,5.0,101.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0
1301.0,0.0,0.0,1954.0,1.0,8.0,46.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.879,4.853,1.0,132.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
1301.0,0.0,0.0,1977.0,1.0,8.0,47.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929,0.93,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0
1301.0,0.0,0.0,2013.0,1.0,8.0,48.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,24.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,0.849,1.0,130.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0
1301.0,0.0,0.0,2038.0,1.0,8.0,49.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.838,18.464,6.0,101.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0
1301.0,0.0,0.0,2086.0,1.0,8.0,50.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,26.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.781,54.356,16.0,106.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0
1301.0,0.0,0.0,2162.0,1.0,8.0,51.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,27.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.677,19.121,6.0,106.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2238.0,1.0,9.0,52.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.341,4.725,1.0,115.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2264.0,1.0,9.0,53.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.528,7.524,2.0,100.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2306.0,1.0,9.0,54.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.227,6.116,1.0,122.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2334.0,1.0,9.0,55.0,0.0,0.0,5.0,3.0,1.0,1.0,2.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.654,11.702,4.0,115.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2369.0,1.0,9.0,56.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34,11.519,3.0,129.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2401.0,1.0,9.0,57.0,0.0,0.0,5.0,3.0,1.0,1.0,2.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.299,8.077,2.0,113.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2433.0,1.0,9.0,58.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.428,29.751,7.0,114.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2483.0,1.0,9.0,59.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.514,17.962,4.0,88.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2551.0,1.0,9.0,60.0,0.0,0.0,5.0,3.0,1.0,1.0,2.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.882,23.411,6.0,123.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2598.0,1.0,9.0,61.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,32.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.705,28.259,7.0,121.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2639.0,1.0,9.0,62.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.109,3.14,1.0,130.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0
1301.0,0.0,0.0,2669.0,1.0,9.0,63.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,34.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.592,19.606,3.0,132.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,3.0,1.0,0.0
