point_victor,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor,p1_momentum,p2_momentum,p1_momentum_value,p2_momentum_value,p1_momentum_value_better
1.0,1301.0,0.0,0.0,425.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.785,4.915,1.0,112.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.8696843963566097,1.085783056387089,1.7839013399695207
0.0,1301.0,0.0,0.0,448.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.744,18.244,4.0,130.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.928913316090408,1.090347299016806,1.8385660170736022
0.0,1301.0,0.0,0.0,486.0,1.0,2.0,13.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.013,18.626,4.0,120.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.995361202352452,1.0870686478077,1.908292554544752
1.0,1301.0,0.0,0.0,521.0,1.0,2.0,14.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667,7.112,3.0,128.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0604383937963897,1.0770529961244726,1.9833853976719171
1.0,1301.0,0.0,0.0,551.0,1.0,2.0,15.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399,2.237,1.0,130.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.1171112367328426,1.061542031759226,2.055569204973617
0.0,1301.0,0.0,0.0,577.0,1.0,2.0,16.0,0.0,0.0,1.0,0.0,2.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.307,2.0,97.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.160211671025365,1.0418096964931143,2.118401974532251
1.0,1301.0,0.0,0.0,620.0,1.0,2.0,17.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245,5.499,1.0,124.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.1865132144126873,1.0191028809378173,2.16741033347487
1.0,1301.0,0.0,0.0,645.0,1.0,2.0,18.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.194,16.594,3.0,116.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.194639599070326,0.9946126553753187,2.200026943695007
0.0,1301.0,0.0,0.0,684.0,1.0,3.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899,1.073,1.0,126.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.1848601813573634,0.9694652890257582,2.215394892331605
0.0,1301.0,0.0,0.0,707.0,1.0,3.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.088,34.756,5.0,127.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.1588156861440675,0.9447248175771517,2.214090868566916
1.0,1301.0,0.0,0.0,737.0,1.0,3.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.288,10.818,2.0,114.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.1192087167271807,0.9214010279695144,2.197807688757666
0.0,1301.0,0.0,0.0,764.0,1.0,3.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.166,32.944,9.0,127.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.069485624470032,0.9004584833831231,2.169027141086909
0.0,1301.0,0.0,0.0,806.0,1.0,3.0,23.0,0.0,0.0,1.0,1.0,1.0,2.0,13.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.782,4.479,1.0,103.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,3.013529661615741,0.8828236502464286,2.1307060113693126
1.0,1301.0,0.0,0.0,931.0,1.0,4.0,24.0,0.0,0.0,2.0,1.0,2.0,2.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.601,13.713,3.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.955379716965027,0.8693883501153966,2.0859913668496306
1.0,1301.0,0.0,0.0,975.0,1.0,4.0,25.0,0.0,0.0,2.0,1.0,2.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.925,13.976,3.0,111.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.8989842459043933,0.8610086769857765,2.0379755689186165
1.0,1301.0,0.0,0.0,1007.0,1.0,4.0,26.0,0.0,0.0,2.0,1.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903,1.067,1.0,125.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.8479961498569053,0.8584992268202281,1.9894969230366772
1.0,1301.0,0.0,0.0,1028.0,1.0,4.0,27.0,0.0,0.0,2.0,1.0,2.0,1.0,13.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.027,7.402,3.0,126.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.8056112392429013,0.862623010073746,1.9429882291691554
0.0,1301.0,0.0,0.0,1069.0,1.0,5.0,28.0,0.0,0.0,2.0,2.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.352,29.366,5.0,116.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.7744504392527167,0.8740777865730331,1.9003726526796836
0.0,1301.0,0.0,0.0,1105.0,1.0,5.0,29.0,0.0,0.0,2.0,2.0,1.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285,8.276,1.0,129.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.7564839867814372,0.893479799684108,1.8630041870973293
0.0,1301.0,0.0,0.0,1130.0,1.0,5.0,30.0,0.0,0.0,2.0,2.0,1.0,1.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.974,12.523,3.0,110.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.7529944440603398,0.9213460154272335,1.8316484286331063
1.0,1301.0,0.0,0.0,1160.0,1.0,5.0,31.0,0.0,0.0,2.0,2.0,1.0,2.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.609,6.965,2.0,113.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.764574350412353,0.9580760120746988,1.8064983383376543
1.0,1301.0,0.0,0.0,1203.0,1.0,5.0,32.0,0.0,0.0,2.0,2.0,1.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.518,12.74,2.0,104.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.7911536849050402,1.0039346347133957,1.7872190501916445
1.0,1301.0,0.0,0.0,1255.0,1.0,5.0,33.0,0.0,0.0,2.0,2.0,1.0,1.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.859,11.439,2.0,111.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.832051961949264,1.0590364432500492,1.773015518699215
0.0,1301.0,0.0,0.0,1287.0,1.0,5.0,34.0,0.0,0.0,2.0,2.0,1.0,2.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.782,25.6,5.0,97.0,4.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.8860496771360316,1.1233328555032764,1.7627168216327551
0.0,1301.0,0.0,0.0,1339.0,1.0,5.0,35.0,0.0,0.0,2.0,2.0,1.0,1.0,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824,9.574,1.0,114.0,4.0,0.0,1.0,4.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,2.9514739151178304,1.1966027317621637,1.7548711833556667
1.0,1301.0,0.0,0.0,1462.0,1.0,6.0,36.0,0.0,0.0,3.0,2.0,2.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.809,6.11,1.0,110.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0262931833518367,1.2784469742248568,1.74784620912698
0.0,1301.0,0.0,0.0,1493.0,1.0,6.0,37.0,0.0,0.0,3.0,2.0,2.0,2.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.094,29.593,6.0,90.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,3.1082169080076256,1.3682875333043536,1.739929374703272
1.0,1301.0,0.0,0.0,1565.0,1.0,6.0,38.0,0.0,0.0,3.0,2.0,2.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.815,5.189,1.0,125.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,3.1947954886367214,1.4653710306833592,1.7294244579533622
1.0,1301.0,0.0,0.0,1590.0,1.0,6.0,39.0,0.0,0.0,3.0,2.0,2.0,1.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678,2.617,1.0,127.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,3.2835173278456895,1.5687770327151536,1.714740295130536
1.0,1301.0,0.0,0.0,1616.0,1.0,6.0,40.0,0.0,0.0,3.0,2.0,2.0,2.0,19.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.043,4.667,1.0,111.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.371899806513512,1.6774308425439726,1.6944689639695394
0.0,1301.0,0.0,0.0,1662.0,1.0,7.0,41.0,0.0,0.0,3.0,3.0,1.0,2.0,20.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.233,32.677,9.0,107.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.457571743075941,1.7901205293145177,1.6674512137614232
0.0,1301.0,0.0,0.0,1717.0,1.0,7.0,42.0,0.0,0.0,3.0,3.0,1.0,1.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.872,19.138,3.0,120.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.538345439265997,1.9055177812052255,1.6328276580607715
0.0,1301.0,0.0,0.0,1746.0,1.0,7.0,43.0,0.0,0.0,3.0,3.0,1.0,1.0,22.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.277,11.043,3.0,115.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,3.612276959953662,2.0222020579339244,1.5900749020197376
1.0,1301.0,0.0,0.0,1772.0,1.0,7.0,44.0,0.0,0.0,3.0,3.0,1.0,2.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.076,18.664,6.0,104.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,3.6777138092746737,2.1386874292700706,1.5390263800046031
0.0,1301.0,0.0,0.0,1817.0,1.0,7.0,45.0,0.0,0.0,3.0,3.0,1.0,2.0,23.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.727,25.324,5.0,101.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,3.733329640148091,2.253451419583836,1.4798782205642547
1.0,1301.0,0.0,0.0,1954.0,1.0,8.0,46.0,0.0,0.0,4.0,3.0,2.0,1.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.879,4.853,1.0,132.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,3.7781460621871013,2.36496513459908,1.4131809275880212
0.0,1301.0,0.0,0.0,1977.0,1.0,8.0,47.0,0.0,0.0,4.0,3.0,2.0,2.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929,0.93,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,3.8115419895735463,2.471723924707269,1.3398180648662774
1.0,1301.0,0.0,0.0,2013.0,1.0,8.0,48.0,0.0,0.0,4.0,3.0,2.0,1.0,24.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,0.849,1.0,130.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,3.8332512918793746,2.5722778385258804,1.2609734533534942
0.0,1301.0,0.0,0.0,2038.0,1.0,8.0,49.0,0.0,0.0,4.0,3.0,2.0,2.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.838,18.464,6.0,101.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,3.8433497768467104,2.665261139195943,1.1780886376507675
0.0,1301.0,0.0,0.0,2086.0,1.0,8.0,50.0,0.0,0.0,4.0,3.0,2.0,2.0,26.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.781,54.356,16.0,106.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,3.842232743417932,2.7494201928682562,1.092812550549676
0.0,1301.0,0.0,0.0,2162.0,1.0,8.0,51.0,0.0,0.0,4.0,3.0,2.0,2.0,27.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.677,19.121,6.0,106.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,2.0,1.0,3.8305844985234603,2.8236390912989755,1.0069454072244848
0.0,1301.0,0.0,0.0,2238.0,1.0,9.0,52.0,0.0,0.0,5.0,3.0,1.0,1.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.341,4.725,1.0,115.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,1.0,3.809341333642531,2.886962437073744,0.9223788965687869
1.0,1301.0,0.0,0.0,2264.0,1.0,9.0,53.0,0.0,0.0,5.0,3.0,1.0,2.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.528,7.524,2.0,100.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,1.0,3.7796495104103562,2.9386147974537606,0.8410347129565956
0.0,1301.0,0.0,0.0,2306.0,1.0,9.0,54.0,0.0,0.0,5.0,3.0,1.0,1.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.227,6.116,1.0,122.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,2.0,1.0,3.742819812801864,2.978016419731545,0.7648033930703191
